Country,Reference area,Frequency of observation,Measure,AGE,Age,SEX,Sex,Unit of measure,Measurement method,Year,Time period,Daily_Smokers_Percentage,Observation value,Observation status,Unit multiplier,Decimals,Cluster
GBR,United Kingdom,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2012,,854.8,,Normal value,Units,,0
GBR,United Kingdom,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2013,,804.8,,Normal value,Units,,0
GBR,United Kingdom,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2014,,739.4,,Normal value,Units,,0
GBR,United Kingdom,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2015,,702.4,,Normal value,Units,,0
GBR,United Kingdom,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2016,,643.9,,Normal value,Units,,0
USA,United States,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2010,,1400.0,,Normal value,Units,,0
USA,United States,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2011,,1374.0,,Normal value,Units,,0
USA,United States,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2012,,1342.0,,Normal value,Units,,0
USA,United States,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2013,,1277.0,,Normal value,Units,,0
USA,United States,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2014,,1216.0,,Normal value,Units,,0
USA,United States,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2015,,1222.0,,Normal value,Units,,0
USA,United States,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2016,,1167.0,,Normal value,Units,,0
USA,United States,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2017,,1115.0,,Normal value,Units,,0
USA,United States,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2018,,1061.0,,Normal value,Units,,0
USA,United States,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2019,,1004.0,,Normal value,Units,,0
USA,United States,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2020,,1004.0,,Normal value,Units,,0
USA,United States,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2021,,942.0,,Normal value,Units,,0
USA,United States,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2022,,847.0,,Normal value,Units,,0
USA,United States,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2023,,772.0,,Normal value,Units,,0
BGR,Bulgaria,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2012,,678.0,,Normal value,Units,,1
BGR,Bulgaria,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2013,,674.0,,Normal value,Units,,1
BGR,Bulgaria,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2014,,689.0,,Normal value,Units,,1
BGR,Bulgaria,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2015,,743.0,,Normal value,Units,,1
BGR,Bulgaria,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2016,,719.0,,Normal value,Units,,1
BGR,Bulgaria,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2017,,737.0,,Normal value,Units,,1
BGR,Bulgaria,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2018,,759.0,,Normal value,Units,,1
BGR,Bulgaria,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2019,,823.0,,Normal value,Units,,1
BGR,Bulgaria,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2020,,814.0,,Normal value,Units,,1
BGR,Bulgaria,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2021,,869.0,,Normal value,Units,,1
BGR,Bulgaria,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2022,,985.0,,Normal value,Units,,1
BGR,Bulgaria,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2023,,1118.0,,Normal value,Units,,1
FIN,Finland,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2010,,812.0,,Normal value,Units,,0
FIN,Finland,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2011,,1221.0,,Normal value,Units,,0
FIN,Finland,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2012,,544.0,,Normal value,Units,,0
FIN,Finland,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2013,,1286.0,,Normal value,Units,,0
FIN,Finland,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2014,,824.0,,Normal value,Units,,0
FIN,Finland,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2015,,918.0,,Normal value,Units,,0
FIN,Finland,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2016,,663.0,,Normal value,Units,,0
FIN,Finland,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2017,,829.0,,Normal value,Units,,0
FIN,Finland,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2018,,734.0,,Normal value,Units,,0
FIN,Finland,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2019,,575.0,,Normal value,Units,,0
FIN,Finland,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2020,,735.0,,Normal value,Units,,0
FIN,Finland,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2021,,438.0,,Normal value,Units,,0
FIN,Finland,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2022,,677.0,,Normal value,Units,,0
FIN,Finland,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2023,,275.0,,Normal value,Units,,0
NOR,Norway,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2010,,1123.0,,Normal value,Units,,0
NOR,Norway,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2011,,1073.0,,Normal value,Units,,0
NOR,Norway,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2012,,948.0,,Normal value,Units,,0
NOR,Norway,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2013,,923.0,,Normal value,Units,,0
NOR,Norway,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2014,,837.0,,Normal value,Units,,0
NOR,Norway,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2015,,876.0,,Normal value,Units,,0
NOR,Norway,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2016,,926.0,,Normal value,Units,,0
NOR,Norway,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2017,,761.0,,Normal value,Units,,0
NOR,Norway,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2018,,793.0,,Normal value,Units,,0
NOR,Norway,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2019,,776.0,,Normal value,Units,,0
NOR,Norway,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2020,,893.0,,Normal value,Units,,0
NOR,Norway,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2021,,1115.0,,Normal value,Units,,0
NOR,Norway,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2022,,988.0,,Normal value,Units,,0
NOR,Norway,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2023,,853.0,,Normal value,Units,,0
NOR,Norway,Annual,Tobacco consumption,Y_GE15,15 years or over,_T,Total,Grammes per person,Not applicable,2024,,850.0,,Normal value,Units,,0
CHL,Chile,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2022,,16.1,,Definition differs,Units,,0
CHL,Chile,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2022,,16.0,,Definition differs,Units,,0
CHL,Chile,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,15.8,,Definition differs,Units,,0
COL,Colombia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2013,,13.0,,Definition differs,Units,,0
COL,Colombia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2013,,7.4,,Definition differs,Units,,0
COL,Colombia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,18.8,,Definition differs,Units,,0
COL,Colombia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,13.8,,Definition differs,Units,,0
COL,Colombia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,6.0,,Definition differs,Units,,0
COL,Colombia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2019,,9.8,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2015,,16.6,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,18.8,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2015,,14.5,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2016,,15.4,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,16.2,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2016,,15.4,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2017,,13.2,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,14.6,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2017,,11.9,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2018,,13.0,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,15.2,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2018,,14.1,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2019,,13.3,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,16.3,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,10.4,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2020,,11.3,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,13.5,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2020,,12.4,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2022,,10.6,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,12.0,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2022,,11.3,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2014,,12.6,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,12.1,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2014,,13.0,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2015,,11.0,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,10.7,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2015,,10.9,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2016,,10.2,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,9.5,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2016,,10.8,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2017,,9.7,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,9.1,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2017,,9.4,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2018,,8.6,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,8.1,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2018,,9.1,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,8.4,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,8.1,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2019,,8.2,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2020,,7.3,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,6.7,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2020,,7.9,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2021,,6.8,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,7.5,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2021,,7.2,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2022,,6.2,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,6.0,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2022,,6.4,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2023,,5.5,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,5.9,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2023,,5.7,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2024,,5.6,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2024,,5.4,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2024,,5.9,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2011,,5.5,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2011,,15.5,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2011,,10.3,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2016,,3.1,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,10.0,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2016,,6.4,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2018,,7.7,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,12.5,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2018,,3.7,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2020,,2.9,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,12.3,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2020,,7.4,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2021,,8.6,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,13.2,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2021,,4.4,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2023,,5.1,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,12.3,,Definition differs,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2023,,8.5,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2010,,28.3,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,34.2,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2010,,22.8,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2015,,20.8,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,31.7,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2015,,26.0,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2018,,24.7,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,30.3,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2018,,19.5,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,19.1,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,30.0,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2019,,24.3,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2020,,23.9,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,29.2,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2020,,18.8,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2021,,18.4,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,28.7,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2021,,23.4,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2022,,23.1,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,28.2,,Definition differs,Units,,0
ARG,Argentina,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2022,,18.1,,Definition differs,Units,,0
CHN,China (People’s Republic of),Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2010,,26.2,,Definition differs,Units,,0
CHN,China (People’s Republic of),Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2010,,2.4,,Definition differs,Units,,0
CHN,China (People’s Republic of),Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,49.2,,Definition differs,Units,,0
CHN,China (People’s Republic of),Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,48.6,,Definition differs,Units,,0
CHN,China (People’s Republic of),Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2015,,2.2,,Definition differs,Units,,0
CHN,China (People’s Republic of),Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2015,,25.8,,Definition differs,Units,,0
CHN,China (People’s Republic of),Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2018,,25.4,,Definition differs,Units,,0
CHN,China (People’s Republic of),Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2018,,2.1,,Definition differs,Units,,0
CHN,China (People’s Republic of),Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,47.9,,Definition differs,Units,,0
CHN,China (People’s Republic of),Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,48.0,,Definition differs,Units,,0
CHN,China (People’s Republic of),Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,2.1,,Definition differs,Units,,0
CHN,China (People’s Republic of),Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2019,,25.4,,Definition differs,Units,,0
CHN,China (People’s Republic of),Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2020,,25.3,,Definition differs,Units,,0
CHN,China (People’s Republic of),Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2020,,2.1,,Definition differs,Units,,0
CHN,China (People’s Republic of),Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,47.8,,Definition differs,Units,,0
IND,India,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,25.4,,Definition differs,Units,,0
IND,India,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2010,,3.2,,Definition differs,Units,,0
IND,India,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2010,,14.7,,Definition differs,Units,,0
IND,India,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2015,,10.9,,Definition differs,Units,,0
IND,India,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2015,,2.1,,Definition differs,Units,,0
